,Clouds,Clear,Mist,Rain,Snow,Drizzle,Haze,Thunderstorm,Fog,Smoke,Squall,sky is clear,mist,overcast clouds,broken clouds,scattered clouds,light rain,few clouds,light snow,Sky is Clear,moderate rain,haze,light intensity drizzle,fog,proximity thunderstorm,drizzle,heavy snow,heavy intensity rain,snow,proximity shower rain,thunderstorm,heavy intensity drizzle,thunderstorm with heavy rain,thunderstorm with light rain,proximity thunderstorm with rain,thunderstorm with rain,smoke,very heavy rain,thunderstorm with light drizzle,proximity thunderstorm with drizzle,light intensity shower rain,light shower snow,shower drizzle,light rain and snow,SQUALLS,sleet,thunderstorm with drizzle,freezing rain,shower snow,sky is clear_0,mist_0,broken clouds_0,light rain_0,broken clouds_1,moderate rain_0,overcast clouds_0,overcast clouds_2,overcast clouds_1,scattered clouds_0,light intensity drizzle_0,haze_0,light rain_1,few clouds_1,light snow_0,scattered clouds_2,scattered clouds_1,fog_0,overcast clouds_3,mist_1,mist_2,broken clouds_2,drizzle_0,proximity thunderstorm_0,few clouds_0,scattered clouds_3,heavy intensity rain_0,few clouds_2,heavy snow_0,light snow_1,mist_3,light snow_2,overcast clouds_4,light rain_2,snow_0,light snow_3,broken clouds_3,moderate rain_1,mist_4,haze_1,proximity shower rain_0,mist_5,thunderstorm_0,light snow_4,proximity thunderstorm_1,heavy snow_1,thunderstorm with heavy rain_0,broken clouds_4,drizzle_1,heavy intensity drizzle_0,thunderstorm with light rain_0,haze_2,fog_1,proximity thunderstorm with rain_0,heavy snow_3,mist_6,heavy snow_2,thunderstorm with rain_0,haze_3,haze_7,proximity thunderstorm_2,heavy snow_4,fog_2,smoke_0,very heavy rain_0,heavy intensity rain_1,haze_4,heavy intensity rain_2,thunderstorm with light drizzle_0,heavy snow_6,light intensity shower rain_0,proximity thunderstorm with drizzle_0,haze_8,snow_1,light shower snow_0,haze_5,moderate rain_2,heavy snow_5,shower drizzle_0,light rain and snow_0,scattered clouds_4,haze_6,mist_7,heavy intensity drizzle_1,SQUALLS_0,sleet_0,few clouds_3,thunderstorm with rain_1,proximity thunderstorm with rain_1,freezing rain_0,thunderstorm with drizzle_0,drizzle_2,sky is clear_1,proximity shower rain_1,light intensity drizzle_1,light rain_3,snow_2,shower snow_0,proximity thunderstorm_3,heavy intensity rain_3
few clouds_0,2.63,2.17,0.16,0.27,0.25,0.12,0.3,0.16,0.09,0.0,0.0,2.26,0.16,0.64,1.68,4.47,0.29,2.39,0.26,0.87,0.13,0.3,0.15,0.09,0.17,0.03,0.3,0.11,0.0,0.51,0.14,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,0.13,2.26,0.22,0.87,0.14,1.14,0.32,0.34,4.27,0.15,0.24,0.66,1.66,0.2,2.35,2.83,0.09,0.31,0.45,0.38,0.49,0.03,0.18,3.4,2.08,0.08,0.98,0.36,0.51,0.48,0.0,0.0,0.25,0.0,0.34,0.0,0.0,0.0,0.75,0.51,0.0,0.14,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scattered clouds_3,20.14,0.57,0.02,0.11,0.0,0.0,0.23,0.09,0.18,0.0,0.0,0.56,0.02,0.29,0.66,33.55,0.16,1.21,0.0,0.8,0.02,0.23,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.01,0.76,0.07,0.78,0.02,0.39,0.0,0.62,0.43,0.0,0.27,0.63,1.02,0.0,0.0,0.64,0.19,0.0,0.0,0.18,0.0,0.0,0.0,1.36,371.33,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy intensity rain_0,0.21,0.14,3.78,29.86,0.08,4.92,0.8,20.59,0.45,4.23,5.59,0.13,3.78,0.25,0.36,0.25,3.11,0.14,0.1,0.35,7.26,0.8,4.15,0.45,14.86,3.19,0.0,16.45,0.16,4.83,12.0,4.98,13.48,8.47,11.25,6.41,4.23,13.37,12.54,6.71,6.48,0.0,0.0,0.0,5.59,3.99,19.82,0.0,0.0,0.14,4.73,0.54,3.41,0.17,7.27,0.42,0.19,0.21,0.31,4.15,0.78,1.24,0.12,0.14,0.08,0.38,0.47,0.0,0.41,0.19,0.0,3.0,13.6,0.14,0.0,16.23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,1.92,0.0,1.23,4.83,0.69,12.0,0.0,11.79,0.0,13.48,0.0,4.55,5.08,8.47,0.0,0.0,11.06,0.0,0.0,0.0,6.09,0.0,0.0,5.46,0.0,2.54,4.23,13.37,13.91,0.0,3.61,12.54,0.0,6.48,6.71,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,3.99,0.0,13.98,18.64,0.0,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
few clouds_2,11.79,0.6,0.04,0.11,0.0,0.05,0.08,0.0,0.0,0.0,0.0,0.52,0.04,0.03,0.25,1.03,0.14,65.25,0.0,1.42,0.02,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.03,0.11,0.07,0.76,0.02,0.0,0.0,0.16,0.85,0.07,0.0,0.52,0.78,0.0,1.42,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.59,0.0,400.75,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heavy snow_0,0.36,0.04,8.14,0.82,49.28,0.64,2.41,0.14,5.68,0.0,0.0,0.05,8.14,1.09,0.24,0.04,1.12,0.14,0.56,0.0,0.37,2.41,0.74,5.68,0.17,0.39,141.37,0.05,17.86,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54,0.0,0.0,0.0,11.81,0.0,0.04,9.89,0.25,1.43,0.36,0.39,1.6,0.62,0.78,0.06,0.74,2.65,0.3,0.0,0.7,0.0,0.07,5.7,0.82,0.88,0.3,0.0,0.41,0.19,0.37,0.0,0.05,0.0,114.83,0.4,0.0,0.0,0.0,0.0,17.24,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,21.44,0.0,0.0,0.0,0.86,0.0,0.0,5.21,0.0,12.77,0.0,12.77,0.0,0.0,0.0,0.0,12.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.76,0.0,0.0,0.0,17.43,0.0,0.0,0.0,0.0,0.0,12.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light snow_1,1.11,0.24,1.25,0.28,25.99,0.14,2.15,0.11,0.21,0.0,0.0,0.29,1.25,1.54,1.32,0.35,0.36,0.03,34.23,0.0,0.09,2.15,0.1,0.21,0.14,0.08,0.16,0.1,1.89,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.24,1.39,1.67,0.48,0.78,0.09,1.62,0.96,2.1,0.65,0.1,2.21,0.06,0.0,5.73,0.0,0.21,0.22,0.14,1.58,0.42,0.33,0.08,0.1,0.08,0.0,0.11,0.0,0.19,80.32,0.0,6.25,0.81,0.0,1.95,3.33,1.26,0.0,0.59,3.12,0.46,0.76,0.0,3.46,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.73,0.0,0.0,0.0,5.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist_3,0.16,0.27,31.34,0.35,0.36,0.77,2.57,0.23,2.17,0.0,0.0,0.27,31.34,0.26,0.22,0.16,0.39,0.13,0.3,0.48,0.24,2.57,0.64,2.17,0.15,0.96,0.62,0.17,0.0,0.0,0.0,0.0,0.0,0.42,0.82,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.93,0.27,0.42,0.1,0.25,0.41,0.08,0.37,0.21,0.64,2.75,0.34,0.0,0.39,0.18,0.15,2.2,0.0,1.55,1.27,0.55,1.02,0.16,0.34,0.0,0.18,0.0,0.75,0.15,350.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.98,0.83,0.0,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light snow_2,0.62,0.1,0.38,0.08,47.24,0.16,1.99,0.05,0.0,0.0,0.0,0.12,0.38,1.46,0.49,0.33,0.04,0.04,64.27,0.0,0.09,1.99,0.23,0.0,0.0,0.0,0.0,0.0,0.94,0.9,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.42,0.66,0.05,0.43,0.1,2.15,0.75,1.38,0.71,0.23,2.03,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.59,0.13,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2.02,0.0,368.76,0.0,0.0,0.6,4.91,0.0,0.0,0.0,2.65,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overcast clouds_4,69.48,0.01,0.03,0.0,0.13,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.03,117.53,0.26,0.12,0.0,0.04,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.19,0.0,0.59,0.0,0.33,0.0,0.15,0.21,0.0,0.13,0.0,0.0,0.16,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.13,0.0,0.0,0.0,2689.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light rain_2,0.28,0.01,0.1,35.43,0.0,0.15,0.24,0.15,0.0,0.0,0.0,0.01,0.1,0.6,0.33,0.12,33.62,0.04,0.0,0.0,0.78,0.24,0.14,0.0,0.19,0.11,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.37,0.07,0.26,0.54,0.43,1.21,0.88,0.13,0.14,0.27,1.25,0.09,0.0,0.0,0.29,0.0,0.0,0.1,0.0,0.68,0.11,0.2,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,870.84,0.0,0.0,0.0,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
snow_0,0.16,0.04,12.76,1.1,159.26,0.8,1.65,0.3,12.35,0.0,0.0,0.04,12.76,0.42,0.23,0.02,1.05,0.0,9.94,0.0,1.06,1.65,0.71,12.35,0.39,0.57,18.22,0.6,52.69,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,4.68,20.93,9.18,0.0,6.19,0.0,26.19,0.0,0.04,15.35,0.38,1.32,0.0,1.1,0.67,0.3,0.4,0.04,0.71,1.87,0.18,0.0,9.51,0.0,0.0,12.14,0.0,0.32,0.14,0.23,0.54,0.42,0.0,0.0,0.62,0.0,20.64,7.21,0.62,1.9,0.0,0.0,52.75,0.65,0.0,0.0,0.0,0.47,0.65,1.07,0.0,0.0,0.0,16.89,0.0,0.0,0.87,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.0,14.59,4.68,0.0,0.0,0.0,20.93,9.18,0.0,0.0,0.0,0.0,0.0,6.19,0.0,0.0,0.0,26.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light snow_3,0.26,0.0,0.22,0.06,139.58,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.22,0.61,0.38,0.03,0.08,0.0,200.89,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.52,0.1,0.36,0.0,0.67,0.41,1.01,0.06,0.0,1.6,0.0,0.0,2.42,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0,2.07,0.0,0.0,1.46,1250.18,0.0,0.0,0.0,1.3,0.0,0.0,0.0,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
broken clouds_3,44.13,0.03,0.01,0.03,0.24,0.0,0.18,0.0,0.0,0.0,0.0,0.03,0.01,0.08,133.18,0.0,0.04,0.32,0.34,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.13,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.21,0.26,0.29,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,4288.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate rain_1,0.08,0.04,0.15,56.29,0.0,0.0,0.0,0.96,0.09,0.0,0.0,0.05,0.15,0.26,0.0,0.03,1.56,0.0,0.0,0.0,43.99,0.0,0.0,0.09,0.77,0.0,0.0,1.82,0.0,0.0,1.29,0.0,2.96,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,0.0,0.58,0.0,1.02,0.29,0.33,0.4,0.07,0.0,0.0,4.22,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,4.89,0.0,0.0,0.0,949.83,0.0,0.0,0.0,0.0,1.29,0.0,0.0,0.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.05,15.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist_4,0.13,0.21,24.38,0.02,0.32,0.04,1.82,0.0,1.37,0.0,0.0,0.22,24.38,0.3,0.08,0.07,0.0,0.07,0.46,0.26,0.04,1.82,0.06,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.39,0.0,0.0,0.0,0.04,0.37,0.87,0.0,0.15,0.06,1.96,0.0,0.16,0.68,0.0,0.0,1.31,0.0,1.3,2.33,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1030.68,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haze_1,0.48,0.6,2.51,0.37,4.13,0.09,19.84,0.17,1.03,0.0,0.0,0.71,2.51,0.72,0.29,0.41,0.45,0.68,4.39,0.0,0.09,19.84,0.06,1.03,0.22,0.0,2.68,0.0,1.32,1.11,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.86,0.6,2.15,0.45,0.6,0.11,0.09,1.01,0.17,0.98,0.62,0.06,7.48,0.0,0.16,5.43,0.6,0.0,0.85,0.34,3.6,1.52,0.0,0.0,0.24,1.54,0.0,0.0,0.0,2.7,3.49,1.05,0.0,0.0,0.0,1.36,1.11,0.0,0.0,0.0,91.03,1.11,0.0,0.0,0.0,0.0,4.56,0.0,0.0,0.0,0.72,0.0,13.37,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0,0.0,0.0,10.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.86,0.0,0.0
proximity shower rain_0,0.79,0.23,1.15,17.08,0.39,3.22,0.89,8.62,0.0,0.0,17.98,0.27,1.15,0.71,1.16,0.6,3.64,0.27,0.56,0.0,4.08,0.89,3.96,0.0,8.86,1.1,0.0,2.91,0.79,67.76,10.31,0.86,3.72,4.6,9.17,3.37,0.0,0.0,3.02,0.0,13.92,0.0,0.0,0.0,17.98,0.0,0.0,0.0,0.0,0.23,1.49,1.76,4.0,0.42,4.24,1.58,0.0,0.33,0.66,3.96,0.8,1.33,0.4,0.59,0.74,0.62,0.0,0.0,0.0,0.0,0.0,1.17,9.29,0.22,0.0,3.01,0.0,0.0,1.64,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,67.76,0.0,10.31,0.0,0.0,0.0,3.72,0.0,0.0,0.87,4.6,0.0,0.0,9.34,0.0,0.0,0.0,3.5,15.09,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mist_5,0.04,0.07,76.07,0.07,0.74,0.22,2.31,0.0,0.13,0.0,0.0,0.08,76.07,0.0,0.11,0.04,0.09,0.0,1.07,0.0,0.0,2.31,0.31,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.36,0.0,0.12,0.44,0.0,0.0,0.0,0.0,0.09,0.31,2.07,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.94,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,2414.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,0.0,0.0,0.0,24.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thunderstorm_0,0.79,0.53,1.03,6.17,0.0,1.64,0.86,24.45,0.26,0.0,0.0,0.6,1.03,0.58,0.95,0.89,3.08,0.49,0.0,0.17,4.62,0.86,1.97,0.26,16.9,0.38,0.0,8.16,0.0,8.68,20.67,0.0,5.08,6.27,11.29,3.65,0.0,12.59,13.36,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.19,1.3,3.32,0.6,4.64,1.14,0.22,0.36,0.93,1.97,0.98,1.66,0.44,0.0,0.0,1.62,0.27,0.0,0.48,0.65,0.0,0.4,14.15,0.49,0.67,7.49,0.69,0.0,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,5.04,0.0,1.06,8.68,0.0,20.67,0.0,20.07,0.0,5.08,0.0,0.0,0.0,6.27,0.0,0.0,11.5,0.0,0.0,0.0,3.79,0.0,0.0,19.1,0.0,0.0,0.0,12.59,20.77,0.0,0.0,13.36,0.0,0.0,6.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
light snow_4,0.08,0.04,0.1,0.0,343.57,0.0,0.11,0.0,0.0,0.0,0.0,0.04,0.1,0.15,0.14,0.06,0.0,0.0,494.51,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.24,0.0,0.0,0.0,0.12,0.58,0.0,0.12,0.0,0.13,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8283.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proximity thunderstorm_1,1.4,1.17,0.22,2.18,0.0,0.19,0.15,24.86,0.45,0.0,0.0,1.39,0.22,1.1,1.68,1.34,1.81,0.0,0.0,0.0,1.23,0.15,0.0,0.45,30.2,0.43,0.0,1.81,0.0,6.61,5.26,0.0,0.0,0.0,0.0,3.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.29,2.73,1.68,0.25,1.28,2.09,0.39,0.62,1.69,0.0,0.18,1.79,0.0,0.0,0.0,2.0,0.47,0.0,0.82,0.0,0.0,0.46,3.41,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,0.0,5.26,0.0,279.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,33.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
